,City,Country,Date,Latitude,Longitude,Temperature,Max Temp,Humidity,Cloudiness,Wind Speed
280,Trairi,BR,1666577305,-3.2778,-39.2689,78.44,78.44,81,26,10.0
281,Hay River,CA,1666577514,60.8156,-115.7999,26.4,26.4,81,74,7.23
282,Mil'kovo,RU,1666577514,54.7167,158.6167,33.06,33.06,52,92,0.51
283,San Miguel de Cozumel,MX,1666577515,20.5083,-86.9458,78.19,80.08,82,0,7.0
284,Nhulunbuy,AU,1666577515,-12.2333,136.7667,88.99,88.99,61,47,14.67
285,Palmer,US,1666577121,42.1584,-72.3287,50.2,53.62,83,100,4.61
286,Baghdad,IQ,1666577515,33.3406,44.4009,73.31,73.31,40,97,6.91
287,Sola,VU,1666577516,-13.8833,167.55,78.64,78.64,78,100,6.08
288,Mackay,AU,1666577342,-21.15,149.2,92.68,92.68,69,5,17.54
289,Cayenne,GF,1666577208,4.9333,-52.3333,78.84,78.84,89,0,2.3
290,Huntsville,US,1666577280,34.7304,-86.5861,58.24,62.15,63,28,4.76
291,Verkhoyansk,RU,1666577516,67.5447,133.385,7.5,7.5,90,94,3.83
292,Maracaçumé,BR,1666577517,-2.0428,-45.9592,75.13,75.13,86,99,4.61
293,São Félix do Xingu,BR,1666577358,-6.6447,-51.995,74.71,74.71,81,58,1.7
294,Atasū,KZ,1666577517,48.6814,71.6433,27.01,27.01,58,6,4.0
295,Quryq,KZ,1666577518,43.2,51.65,50.94,50.94,64,69,12.19
296,Taoudenni,ML,1666577518,22.6783,-3.9836,79.83,79.83,15,100,10.76
297,Rome,US,1666577518,43.2128,-75.4557,53.74,58.87,65,0,5.75
298,Jām Sāhib,PK,1666577519,26.2958,68.6292,76.78,76.78,33,0,3.8
299,Anchorage,US,1666577283,61.2181,-149.9003,34.59,37.45,66,0,5.75
300,Port Hardy,CA,1666577520,50.6996,-127.4199,44.01,44.01,92,100,20.02
301,Nemuro,JP,1666577520,43.3236,145.575,48.36,48.36,78,96,13.09
302,Ancud,CL,1666577521,-41.8697,-73.8203,50.56,50.56,90,100,22.17
303,Bilma,NE,1666577521,18.6853,12.9164,75.18,75.18,30,46,14.63
304,Narsaq,GL,1666577522,60.9167,-46.05,34.02,34.02,99,100,3.22
305,Mumford,GH,1666577522,5.2618,-0.759,77.54,77.54,85,29,3.33
306,Ciudad Bolivar,VE,1666577522,8.1222,-63.5497,81.66,81.66,73,100,10.6
307,Grindavik,IS,1666577355,63.8424,-22.4338,43.27,43.27,87,100,17.27
308,Plettenberg Bay,ZA,1666577523,-34.0527,23.3716,60.48,60.48,90,59,3.91
309,Krasnyy Yar,RU,1666577524,46.5331,48.3456,41.97,42.73,82,100,7.34
310,Tarutyne,UA,1666577524,46.1858,29.1506,51.3,51.3,86,6,4.16
311,Ixtapa,MX,1666577525,20.7,-105.2,74.86,74.86,95,71,2.19
312,Sitka,US,1666577246,57.0531,-135.33,48.09,48.09,57,100,12.66
313,Casablanca,MA,1666577229,33.5928,-7.6192,69.33,69.33,88,62,4.0
314,Bima,ID,1666577526,-8.4667,118.7167,92.41,92.41,51,67,2.19
315,Rodrigues Alves,BR,1666577526,-7.738,-72.6509,72.91,72.91,97,100,0.76
316,Alice Springs,AU,1666577284,-23.7,133.8833,78.35,78.35,47,0,10.36
317,Puerto Madryn,AR,1666577428,-42.7692,-65.0385,69.67,69.67,19,33,14.7
318,Khani,GE,1666577527,41.9563,42.9566,40.57,40.57,69,100,2.75
319,Pahrump,US,1666577527,36.2083,-115.9839,57.49,58.24,17,0,10.0
320,Honiara,SB,1666577528,-9.4333,159.95,83.89,83.89,76,100,4.05
321,Ostrovnoy,RU,1666577528,68.0531,39.5131,39.4,39.4,73,100,31.47
322,Port Blair,IN,1666577529,11.6667,92.75,82.04,82.04,82,92,17.38
323,Camacha,PT,1666577529,33.0833,-16.3333,65.62,65.62,73,40,3.44
324,Namatanai,PG,1666577529,-3.6667,152.4333,86.74,86.74,59,100,1.03
325,Itarema,BR,1666577530,-2.9248,-39.9167,78.64,78.64,83,24,13.96
326,Poli,TZ,1666577531,-3.3333,36.8,58.6,58.6,93,93,3.24
327,Alpena,US,1666577531,45.0617,-83.4327,54.82,64.65,88,0,4.61
328,Lianzhou,CN,1666577532,24.7811,112.3825,80.58,80.58,29,4,4.81
329,Trani,IT,1666577532,41.2727,16.4154,57.52,57.52,61,2,2.42
330,Santa Lucía,ES,1666577532,27.9117,-15.5407,63.7,63.72,78,20,9.22
331,Pevek,RU,1666577239,69.7008,170.3133,14.65,14.65,94,100,3.2
332,Vanimo,PG,1666577533,-2.6741,141.3028,86.4,86.4,63,89,6.42
333,Karratha,AU,1666577533,-20.7377,116.8463,82.24,82.24,36,78,15.39
334,São Filipe,CV,1666577534,14.8961,-24.4956,78.82,78.82,71,0,7.36
335,Libertador General San Martín,AR,1666577534,-23.8064,-64.7876,75.9,75.9,48,73,2.01
336,Camargo,MX,1666577535,27.6667,-105.1667,73.51,73.51,47,60,11.56
337,Bisira,PA,1666577535,8.5196,-81.7115,59.4,59.4,96,100,2.19
338,Stara Vyzhivka,UA,1666577536,51.4376,24.44,47.8,47.8,94,47,5.61
339,Nicoya,CR,1666577227,10.1483,-85.452,74.34,74.34,94,100,4.45
340,Cap-Chat,CA,1666577536,49.1001,-66.6821,52.02,52.02,88,100,4.41
341,Kwinana,AU,1666577537,-32.25,115.7667,66.06,69.17,74,4,5.01
342,Lappeenranta,FI,1666577537,61.0587,28.1887,32.38,34.79,89,0,5.75
343,Ahar,IR,1666577538,38.4774,47.0699,47.52,47.52,78,0,5.82
344,Davila,PH,1666577538,18.4726,120.5763,83.98,83.98,74,100,16.37
345,Harpālpur,IN,1666577539,25.2884,79.3347,69.69,69.69,56,0,3.31
346,Malārd,IR,1666577539,35.6659,50.9767,62.78,62.78,39,0,4.5
347,Luba,GQ,1666577540,3.4568,8.5547,78.15,78.15,84,100,0.87
348,Bengkulu,ID,1666577540,-3.8004,102.2655,79.5,79.5,83,91,3.38
349,Wamba,NG,1666577541,8.9333,8.6,72.46,72.46,74,100,1.86
350,Casper,US,1666577394,42.8666,-106.3131,33.51,33.73,91,100,6.91
351,Barre,US,1666577542,44.197,-72.5021,53.42,58.48,66,0,3.44
352,Beringovskiy,RU,1666577543,63.05,179.3167,24.35,24.35,66,12,2.77
353,Zherdevka,RU,1666577543,51.8486,41.4606,44.46,44.46,93,100,11.79
354,Muhafazat Lahij,YE,1666577544,13.1667,44.5833,74.16,74.16,79,2,3.29
355,Muros,ES,1666577544,42.7762,-9.0603,62.47,62.83,80,94,12.66
356,Harper,LR,1666577545,4.375,-7.7169,76.78,76.78,89,100,6.8
357,Kalemie,CD,1666577545,-5.9475,29.1947,70.77,70.77,48,99,4.43
358,Garden City,US,1666577546,42.3256,-83.331,59.04,62.96,69,20,8.05
359,Laguna,US,1666577546,38.421,-121.4238,64.83,66.18,28,0,14.97
360,Talnakh,RU,1666577217,69.4865,88.3972,17.76,17.76,96,99,7.54
361,Kjøllefjord,NO,1666577547,70.9457,27.3465,37.22,39.25,75,75,12.66
362,Zunyi,CN,1666577547,27.6867,106.9072,66.9,66.9,38,15,6.91
363,Santa Isabel Rio Negro,BR,1666577548,-0.4139,-65.0192,73.85,73.85,99,100,2.84
364,Kruisfontein,ZA,1666577212,-34.0033,24.7314,60.89,60.89,93,46,3.53
365,Arona,ES,1666577548,28.0996,-16.681,62.71,64.98,88,20,4.61
366,Port Lincoln,AU,1666577549,-34.7333,135.8667,61.5,61.5,80,96,15.46
367,Arrondissement de Montauban,FR,1666577549,44.0833,1.5,59.81,59.81,81,100,3.56
368,Makakilo City,US,1666577549,21.3469,-158.0858,83.03,84.52,59,0,17.27
369,Viranşehir,TR,1666577550,37.2353,39.7631,60.44,60.44,35,0,5.1
370,Ginir,ET,1666577550,7.1333,40.7,55.51,55.51,86,15,3.87
371,Vrangel',RU,1666577550,42.7297,133.0839,45.59,45.59,42,0,9.42
372,Lompoc,US,1666577356,34.6391,-120.4579,58.17,64.78,72,0,13.8
373,Gaza,PS,1666577551,31.5,34.4667,71.76,71.76,65,0,6.78
374,La Libertad,EC,1666577551,-2.2333,-80.9,68.63,68.63,83,100,9.37
375,Suntar,RU,1666577535,62.1444,117.6319,39.81,39.81,83,45,11.83
376,Sharjah city,AE,1666577452,25.3573,55.4033,71.89,78.78,88,0,4.61
377,Asău,RO,1666577552,46.4333,26.4,40.12,40.28,91,18,5.61
378,Burnie,AU,1666577552,-41.0667,145.9167,58.95,58.95,56,100,20.18
379,Guaiúba,BR,1666577553,-4.0397,-38.6372,79.56,79.56,89,31,3.89
380,Cap-aux-Meules,CA,1666577553,47.3821,-61.8597,54.82,54.82,79,100,7.49
381,Krasnoturansk,RU,1666577553,54.3186,91.5639,34.77,34.77,64,100,12.91
382,Leshukonskoye,RU,1666577554,64.8989,45.7622,31.98,31.98,92,100,9.84
383,Wewak,PG,1666577554,-3.5534,143.6268,82.36,82.36,77,97,3.98
384,Kazachinskoye,RU,1666577554,57.6953,93.2761,31.8,31.8,82,84,11.52
385,Agía Galíni,GR,1666577555,35.1,24.6833,63.84,63.84,38,0,3.29
386,Port Hedland,AU,1666577555,-20.3167,118.5667,87.85,87.85,33,5,9.22
387,Kondinskoye,RU,1666577556,59.6481,67.41,31.51,31.51,73,100,17.76
388,Datong,CN,1666577556,40.0936,113.2914,53.06,53.06,20,0,3.62
389,Gorontalo,ID,1666577557,0.5412,123.0595,82.45,82.45,78,100,2.08
390,Mazamari,PE,1666577557,-11.3258,-74.5308,69.98,69.98,98,93,0.92
391,Vostok,RU,1666577557,46.4856,135.8833,35.98,35.98,49,9,4.94
392,Mercedes,AR,1666577558,-34.6515,-59.4307,54.61,55.78,86,1,9.42
393,Neiafu,TO,1666577558,-18.65,-173.9833,77.68,77.68,78,75,10.36
394,Port Macquarie,AU,1666577542,-31.4333,152.9167,66.88,66.88,91,100,1.19
395,Takoradze,GH,1666577245,4.8845,-1.7554,76.98,76.98,89,30,4.29
396,Volokolamsk,RU,1666577559,56.0336,35.9694,41.94,41.94,91,100,9.04
397,Zhuanghe,CN,1666577559,39.7008,122.9911,52.79,52.79,37,10,5.39
398,Kerewan,GM,1666577560,13.4898,-16.0888,77.99,77.99,85,54,6.29
399,Cap Malheureux,MU,1666577560,-19.9842,57.6142,70.47,70.47,76,33,1.99
400,Abéché,TD,1666577560,13.8292,20.8324,84.15,84.15,20,95,18.12
401,Saint-François,FR,1666577561,46.4154,3.9054,62.04,62.04,77,0,3.44
402,Kuah,MY,1666577561,6.3265,99.8432,81.12,81.12,76,52,5.88
403,Matai,TZ,1666577561,-8.3,31.5167,59.86,59.86,50,56,5.86
404,Loukhi,RU,1666577562,66.0764,33.0381,36.19,36.19,71,38,14.18
405,Quelimane,MZ,1666577562,-17.8786,36.8883,75.13,75.13,87,100,7.29
406,Clyde River,CA,1666577037,70.4692,-68.5914,23.23,23.23,93,100,8.05
407,Banda Aceh,ID,1666577562,5.5577,95.3222,82.63,82.63,73,98,8.79
408,Byron Bay,AU,1666577290,-28.65,153.6167,75.94,77.7,67,100,6.67
409,City of San Pedro,PH,1666577483,14.35,121.0167,87.69,88.32,70,100,7.52
410,Wexford,IE,1666577563,52.3342,-6.4575,54.86,54.9,96,100,7.0
411,Pedasí,PA,1666577563,7.5333,-80.0333,75.07,75.07,83,89,5.32
412,Yārāda,IN,1666577564,17.65,83.2667,75.52,75.52,88,40,3.44
413,Bonfim,BR,1666577564,3.0833,-59.95,80.69,80.69,74,100,4.45
414,Tezu,IN,1666577565,27.9167,96.1667,75.9,75.9,60,100,1.5
415,Løjt Kirkeby,DK,1666577565,55.0833,9.4667,54.79,55.35,96,100,10.25
416,Saint-Augustin,CA,1666577565,51.226,-58.6502,47.7,47.7,65,1,7.99
417,Maryville,US,1666577566,35.7565,-83.9705,56.14,62.1,67,40,3.0
418,Beyneu,KZ,1666577566,45.3167,55.2,43.36,43.36,78,2,10.71
419,Isiro,CD,1666577567,2.7739,27.616,64.49,64.49,98,100,3.09
420,Waipawa,NZ,1666577567,-41.4122,175.5153,62.53,62.53,57,100,5.91
421,Ndélé,CF,1666577567,8.4109,20.6473,70.16,70.16,70,21,3.49
422,Kaeo,NZ,1666577568,-35.1,173.7833,67.06,67.06,50,4,7.16
423,Boende,CD,1666577568,-0.2167,20.8667,70.7,70.7,97,100,0.43
424,Arkhipo-Osipovka,RU,1666577569,44.37,38.52,57.09,57.09,85,91,10.16
425,Ponta Delgada,PT,1666577569,37.7333,-25.6667,61.52,62.51,82,20,10.36
426,Aktas,KZ,1666577363,49.7789,72.9608,25.5,25.5,68,0,5.21
427,Liuhe,CN,1666577570,42.2401,125.7172,40.68,40.68,41,0,4.74
428,Barra do Garças,BR,1666577504,-15.89,-52.2567,74.66,74.66,86,100,0.87
429,Tandaltī,SD,1666577570,13.0167,31.8667,85.01,85.01,25,15,13.58
430,Sinnamary,GF,1666577571,5.3833,-52.95,81.0,81.0,85,64,11.99
431,Ballina,AU,1666577461,-28.8667,153.5667,76.01,77.77,85,100,10.31
432,Soyo,AO,1666577572,-6.1349,12.3689,76.03,76.03,91,93,5.88
433,Nichinan,JP,1666577572,31.6,131.3667,69.31,69.31,52,38,5.93
434,Djibouti,DJ,1666577573,11.5,42.5,74.16,74.16,73,8,12.26
435,Fougamou,GA,1666577573,-1.2154,10.5838,74.01,74.01,100,100,1.3
436,Yumen,CN,1666577574,40.2833,97.2,53.91,53.91,23,1,3.02
437,Staphorst,NL,1666577574,52.645,6.2111,59.36,61.2,87,98,14.65
438,Zhuhai,CN,1666577574,22.2769,113.5678,78.53,84.85,69,40,9.22
439,Luwuk,ID,1666577575,-0.9516,122.7875,86.86,86.86,62,98,3.04
440,Aden,YE,1666577575,12.7794,45.0367,81.79,81.79,71,0,10.96
441,Ampanihy,MG,1666577575,-24.7,44.75,66.97,66.97,87,2,4.97
442,Oktyabr'skoye,RU,1666577576,43.0645,44.7417,37.54,37.54,100,100,4.47
443,Viramgam,IN,1666577576,23.1225,72.0484,75.25,75.25,35,0,5.95
444,Dingle,PH,1666577576,10.9995,122.6711,85.28,85.28,72,100,7.09
445,Bathsheba,BB,1666577577,13.2167,-59.5167,81.25,81.25,83,19,12.66
446,Toktogul,KG,1666577577,41.8708,72.9402,49.5,49.5,90,100,0.56
447,Pangai,TO,1666577578,-19.8,-174.35,74.93,74.93,68,99,21.54
448,Manga,BF,1666577578,11.6636,-1.0731,77.29,77.29,37,31,4.59
449,Ndjolé,GA,1666577578,-0.1783,10.7649,74.16,74.16,99,100,1.92
450,Ţahţā,EG,1666577579,26.7693,31.5021,66.33,66.33,47,0,6.73
451,Puerto El Triunfo,SV,1666577579,13.2833,-88.55,77.88,77.88,87,2,3.24
452,Chaves,US,1666577580,33.3834,-104.4505,72.01,72.01,37,0,12.66
453,Tadine,NC,1666577580,-21.55,167.8833,75.79,75.79,69,100,19.48
454,Zagora,MA,1666577580,30.3484,-5.8365,67.77,67.77,18,100,3.49
455,Vershino-Darasunskiy,RU,1666577581,52.35,115.5167,35.35,35.35,49,13,6.29
456,Alençon,FR,1666577581,48.4333,0.0833,58.39,58.39,83,100,19.95
457,Papar,MY,1666577582,5.7333,115.9333,83.89,84.2,71,95,4.47
458,Sioux Lookout,CA,1666577582,50.1001,-91.917,53.02,53.02,91,4,10.04
459,Trondheim,NO,1666577583,63.4305,10.3951,33.96,39.29,93,76,7.74
460,Nosy Varika,MG,1666577583,-20.5833,48.5333,69.46,69.46,90,13,10.11
461,Pochutla,MX,1666577584,15.7432,-96.4661,78.82,78.82,89,73,2.95
462,Muli,MV,1666577585,2.9167,73.5667,81.84,81.84,79,81,14.7
463,Vardø,NO,1666577231,70.3705,31.1107,37.38,37.38,81,20,16.11
464,Abu Dhabi,AE,1666577474,24.4667,54.3667,78.82,78.82,73,0,2.3
465,Vila Franca do Campo,PT,1666577586,37.7167,-25.4333,62.2,62.2,78,48,17.2
466,Araouane,ML,1666577586,18.9048,-3.5265,81.5,81.5,14,100,11.43
467,Muskegon,US,1666577587,43.3,-86.1334,68.32,69.82,57,20,13.8
468,Nueva Loja,EC,1666577588,0.0847,-76.8828,71.02,71.02,99,99,0.49
469,Kalāleh,IR,1666577589,37.3807,55.4916,60.57,60.57,82,0,0.69
470,Caravelas,BR,1666577589,-17.7125,-39.2481,72.48,72.48,91,100,2.68
471,Martyush,RU,1666577590,56.4,61.8819,30.02,30.02,60,50,13.27
472,Stephenville,US,1666577345,32.2207,-98.2023,78.37,78.93,55,0,18.41
473,Rawson,AR,1666577459,-43.3002,-65.1023,65.91,65.91,25,81,8.52
474,Frontera,MX,1666577591,26.9333,-101.45,76.32,76.32,73,100,1.01
475,Tshela,CD,1666577591,-4.9833,12.9333,74.01,74.01,98,100,0.69
476,Ugoofaaru,MV,1666577592,5.6667,73.0,81.25,81.25,82,96,16.37
477,Kuala Terengganu,MY,1666577592,5.3302,103.1408,82.98,82.98,85,100,6.22
478,Sayyan,YE,1666577592,15.1718,44.3244,53.04,53.04,49,0,3.76
479,Imeni Poliny Osipenko,RU,1666577593,52.4201,136.4853,37.76,37.76,46,5,6.4
480,Sabha,LY,1666577593,27.0377,14.4283,60.21,60.21,45,0,8.84
481,Kalmunai,LK,1666577594,7.4167,81.8167,79.59,79.59,79,88,3.2
482,Sabzawār,IR,1666577594,36.2126,57.6819,61.0,61.0,49,0,4.36
483,Werda,BW,1666577595,-25.2667,23.2833,69.04,69.04,57,60,6.78
484,Chipiona,ES,1666577595,36.7366,-6.437,62.83,63.3,94,0,3.44
485,Beloha,MG,1666577596,-25.1667,45.05,67.17,67.17,91,0,4.81
486,Vodnyy,RU,1666577596,63.5046,53.4095,31.46,31.46,88,100,5.91
487,Monte Patria,CL,1666577597,-30.6919,-70.9467,65.71,65.71,46,5,1.48
488,Guozhen,CN,1666577597,34.3659,107.359,61.92,61.92,59,100,2.91
489,Tonantins,BR,1666577597,-2.8731,-67.8022,73.63,73.63,98,91,1.77
490,Coos Bay,US,1666577598,43.3665,-124.2179,51.62,53.58,88,0,0.0
491,Atherton,GB,1666577598,53.5237,-2.4935,52.99,54.9,95,100,1.99
492,Lingao,CN,1666577599,19.9103,109.6859,78.49,78.49,82,57,14.83
493,Hasaki,JP,1666577599,35.7333,140.8333,54.1,56.21,80,100,23.26
494,Oranjestad,AW,1666577443,12.524,-70.027,83.91,84.15,85,20,12.66
495,Spiridonovka,RU,1666577600,53.0925,50.6462,37.11,37.11,76,90,10.54
496,Forsytheganj,BY,1666577600,52.6333,29.7333,48.54,48.54,88,100,6.87
497,Raahe,FI,1666577601,64.6833,24.4833,35.69,35.69,64,42,15.3
498,Hattiesburg,US,1666577513,31.3271,-89.2903,64.72,66.52,76,0,6.91
499,Ulaangom,MN,1666577601,49.9811,92.0667,35.49,35.49,35,74,13.6
500,Quatre Cocos,MU,1666577602,-20.2078,57.7625,70.09,70.09,79,57,9.31
501,Clarence Town,AU,1666577602,-32.5833,151.7833,64.54,69.57,87,100,2.98
502,Rock Springs,US,1666577321,41.5875,-109.2029,29.34,32.05,68,100,20.71
503,Baykit,RU,1666577603,61.67,96.37,27.54,27.54,82,98,11.92
504,Natchitoches,US,1666577603,31.7668,-93.1335,71.58,72.45,73,0,12.66
505,Agadez,NE,1666577604,19.75,10.25,69.93,69.93,31,72,9.82
506,Praia da Vitória,PT,1666577605,38.7333,-27.0667,61.75,61.75,87,38,14.97
507,Polyarny,RU,1666577605,69.1989,33.4478,37.53,37.53,68,95,17.27
508,Galle,LK,1666577511,6.0367,80.217,78.39,78.39,86,99,9.51
509,Verkhnevilyuysk,RU,1666577606,63.4453,120.3167,35.31,35.31,97,100,12.17
510,Eilat,IL,1666577606,29.5581,34.9482,69.21,69.21,72,2,5.77
511,Margate,GB,1666577606,51.3813,1.3862,58.46,61.9,83,55,10.0
512,Visby,SE,1666577607,57.6409,18.296,48.42,49.05,100,100,12.66
513,Kralendijk,BQ,1666577607,12.15,-68.2667,84.18,84.18,79,75,11.5
514,Andilamena,MG,1666577608,-17.0167,48.5833,57.72,57.72,97,8,2.86
515,San Cristobal,VE,1666577608,7.7669,-72.225,66.42,66.42,95,59,2.39
516,Mount Isa,AU,1666577608,-20.7333,139.5,98.64,98.64,18,6,21.0
517,Coquimbo,CL,1666577224,-29.9533,-71.3436,51.53,51.53,93,0,1.14
518,Conde,BR,1666577609,-7.2597,-34.9075,75.0,75.0,85,6,8.75
519,Sabang,ID,1666577609,5.8933,95.3214,82.44,82.44,75,97,13.42
520,Kargasok,RU,1666577610,59.0556,80.8572,29.68,29.68,76,100,16.62
521,Acajutla,SV,1666577368,13.5928,-89.8275,78.69,78.69,82,4,4.12
522,Den Helder,NL,1666577610,52.9599,4.7593,59.25,60.78,88,100,21.0
523,Macas,EC,1666577611,-2.3167,-78.1167,68.16,68.16,99,100,1.3
524,Hīt,IQ,1666577611,33.6416,42.8251,72.59,72.59,41,100,10.36
525,Khowst,AF,1666577611,33.3833,69.8833,58.1,58.1,44,11,1.36
526,Chara,RU,1666577612,56.9064,118.2631,31.35,31.35,69,100,2.59
527,Yantal',RU,1666577541,56.8471,105.2542,34.07,34.07,84,100,16.4
528,Berbera,SO,1666577612,10.4396,45.0143,82.0,82.0,76,39,5.88
529,Kenai,US,1666577612,60.5544,-151.2583,38.7,40.14,61,0,3.44
530,Mayo,US,1666577613,38.8876,-76.5119,56.12,57.94,94,100,10.36
531,Cittadella,IT,1666577613,45.65,11.7842,60.84,65.39,90,99,3.83
532,San Rafael,AR,1666577614,-34.6177,-68.3301,69.12,69.12,41,12,14.38
533,Riyadh,SA,1666577474,24.6877,46.7219,66.34,66.34,20,0,3.87
534,Mishelevka,RU,1666577614,52.8575,103.1719,39.94,39.94,61,100,16.24
535,Clearwater,US,1666577463,27.9659,-82.8001,70.12,73.92,71,0,4.61
536,Hobyo,SO,1666577615,5.3505,48.5268,78.28,78.28,82,92,10.47
537,Oistins,BB,1666577366,13.0667,-59.5333,81.23,81.23,82,10,13.29
538,Cupşeni,RO,1666577615,47.55,23.9333,40.98,41.36,92,63,3.2
539,Yinchuan,CN,1666577616,38.4681,106.2731,57.45,57.45,32,41,2.57
540,Okhotsk,RU,1666577616,59.3833,143.3,22.28,22.28,45,5,14.07
541,San Fernando del Valle de Catamarca,AR,1666577455,-28.4696,-65.7852,76.68,76.77,50,0,8.01
542,Camapuã,BR,1666577617,-19.5314,-54.0439,73.27,73.27,64,2,5.14
543,Saint-Joseph,RE,1666577617,-21.3667,55.6167,66.58,66.58,79,23,5.08
544,Council Bluffs,US,1666577618,41.2619,-95.8608,77.16,78.76,55,20,23.02
545,Kungurtug,RU,1666577618,50.5994,97.5228,31.44,31.44,87,100,5.73
546,Balatonszárszó,HU,1666577619,46.8295,17.8243,54.86,54.86,99,100,5.26
547,Kavaratti,IN,1666577619,10.5669,72.642,81.12,81.12,74,64,2.06
548,Nara,JP,1666577620,34.6851,135.8049,63.95,63.97,44,45,7.38
549,Yurgamysh,RU,1666577620,55.3714,64.4656,27.41,27.41,62,20,10.47
550,Koumac,NC,1666577621,-20.5667,164.2833,81.73,81.73,66,65,9.44
551,Malaya Serdoba,RU,1666577621,52.4661,44.9512,42.01,42.01,69,100,11.59
552,Dukat,RU,1666577621,62.55,155.55,4.14,4.14,92,70,1.86
553,Leku,ET,1666577622,6.8667,38.45,58.59,58.59,86,94,3.4
554,Camaná,PE,1666577408,-16.6228,-72.7111,62.69,62.69,84,16,8.68
555,Kitob,UZ,1666577622,39.0843,66.8332,57.33,57.33,72,100,4.59
556,Yangambi,CD,1666577623,0.8102,24.4336,68.13,68.13,96,100,1.7
557,Isangel,VU,1666577623,-19.55,169.2667,75.31,75.31,94,100,11.5
558,Severnoye,RU,1666577624,56.3491,78.3619,27.14,27.14,90,68,12.95
559,Ayan,RU,1666577624,56.45,138.1667,34.27,34.27,46,3,8.95
560,Celestún,MX,1666577624,20.8667,-90.4,75.4,75.4,77,8,14.61
561,Wilmington Island,US,1666577521,32.0036,-80.9737,60.28,61.99,92,0,0.0
